is_rain,is_holiday,speed_kmh,duration_min,fare,full_date,pickup_zone
1,0,13.821989528795811,76.4,436.0,2026-09-04 00:00:00,Electronic City
1,0,19.51219512195122,12.3,121.0,2026-09-04 00:00:00,MG Road / Central
1,0,24.173553719008265,48.4,465.0,2026-09-04 00:00:00,Hebbal
1,0,25.76,37.5,441.0,2026-09-04 00:00:00,Koramangala
1,0,16.565934065934066,72.8,458.0,2026-09-04 00:00:00,Electronic City
1,0,30.0,10.8,163.0,2026-09-04 00:00:00,Hebbal
1,0,12.462406015037594,106.4,576.0,2026-09-04 00:00:00,Whitefield
1,0,13.860182370820668,98.7,516.0,2026-09-04 00:00:00,Hebbal
1,0,25.950413223140494,36.3,366.0,2026-09-04 00:00:00,Jayanagar
0,0,28.11320754716981,31.8,366.0,2026-09-05 00:00:00,Electronic City
0,0,12.643391521197007,80.2,415.0,2026-09-05 00:00:00,Whitefield
0,0,13.877551020408163,73.5,400.0,2026-09-05 00:00:00,Whitefield
0,0,21.0,18.0,170.0,2026-09-05 00:00:00,HSR Layout
0,0,22.857142857142858,29.4,276.0,2026-09-05 00:00:00,Indiranagar
0,0,16.40750670241287,37.3,280.0,2026-09-05 00:00:00,Hebbal
0,0,15.505617977528088,17.8,124.0,2026-09-05 00:00:00,HSR Layout
0,0,15.568862275449101,50.1,318.0,2026-09-05 00:00:00,HSR Layout
0,0,27.071583514099785,46.1,523.0,2026-09-05 00:00:00,Hebbal
0,0,33.51063829787234,18.8,294.0,2026-09-05 00:00:00,MG Road / Central
0,0,15.095541401273886,62.8,444.0,2026-09-05 00:00:00,Indiranagar
0,0,17.333333333333332,45.0,341.0,2026-09-05 00:00:00,HSR Layout
0,0,23.79310344827586,5.8,67.0,2026-09-05 00:00:00,Jayanagar
0,0,16.62162162162162,14.8,119.0,2026-09-05 00:00:00,Jayanagar
0,0,18.4390243902439,20.5,153.0,2026-09-05 00:00:00,Electronic City
0,0,13.373493975903616,99.6,552.0,2026-09-05 00:00:00,Electronic City
0,0,15.878524945770065,46.1,348.0,2026-09-05 00:00:00,Indiranagar
0,0,12.328767123287673,36.5,228.0,2026-09-06 00:00:00,Jayanagar
0,0,27.130434782608695,11.5,138.0,2026-09-06 00:00:00,Jayanagar
0,0,15.294117647058826,81.6,453.0,2026-09-06 00:00:00,Hebbal
0,0,15.223880597014926,26.8,193.0,2026-09-06 00:00:00,MG Road / Central
0,0,12.608695652173912,41.4,227.0,2026-09-06 00:00:00,Jayanagar
0,0,12.139534883720929,43.0,261.0,2026-09-06 00:00:00,Indiranagar
0,0,13.714285714285714,70.0,344.0,2026-09-06 00:00:00,Indiranagar
0,0,28.33333333333333,28.8,306.0,2026-09-06 00:00:00,HSR Layout
0,0,25.411764705882355,17.0,202.0,2026-09-06 00:00:00,HSR Layout
0,0,26.914660831509845,45.7,586.0,2026-09-06 00:00:00,Hebbal
0,0,16.98924731182796,27.9,199.0,2026-09-06 00:00:00,Indiranagar
0,0,17.42331288343558,48.9,323.0,2026-09-06 00:00:00,Whitefield
0,0,13.846153846153845,14.3,102.0,2026-09-07 00:00:00,Koramangala
0,0,23.478260869565215,11.5,116.0,2026-09-07 00:00:00,MG Road / Central
0,0,34.285714285714285,8.4,154.0,2026-09-07 00:00:00,MG Road / Central
0,0,24.955752212389378,11.3,130.0,2026-09-07 00:00:00,Jayanagar
0,0,31.265060240963855,33.2,404.0,2026-09-07 00:00:00,Whitefield
0,0,23.042394014962593,40.1,448.0,2026-09-07 00:00:00,Electronic City
0,0,28.831168831168835,30.8,363.0,2026-09-07 00:00:00,Koramangala
0,0,31.948051948051948,15.4,213.0,2026-09-07 00:00:00,Indiranagar
0,0,16.71601615074024,74.3,578.0,2026-09-07 00:00:00,Hebbal
0,0,17.94495412844037,54.5,412.0,2026-09-07 00:00:00,MG Road / Central
0,0,26.213592233009706,41.2,476.0,2026-09-07 00:00:00,Jayanagar
0,0,32.130177514792905,33.8,482.0,2026-09-07 00:00:00,MG Road / Central
1,0,29.531249999999996,12.8,193.0,2026-09-08 00:00:00,MG Road / Central
1,0,28.95104895104895,28.6,378.0,2026-09-08 00:00:00,HSR Layout
1,0,17.027027027027028,14.8,125.0,2026-09-08 00:00:00,MG Road / Central
1,0,27.37864077669903,30.9,354.0,2026-09-08 00:00:00,HSR Layout
1,0,24.000000000000004,11.0,134.0,2026-09-08 00:00:00,Koramangala
1,0,13.224489795918368,24.5,136.0,2026-09-08 00:00:00,Indiranagar
1,0,13.72750642673522,77.8,393.0,2026-09-08 00:00:00,Whitefield
1,0,19.814814814814817,32.4,266.0,2026-09-08 00:00:00,Jayanagar
1,0,14.64285714285714,16.8,114.0,2026-09-08 00:00:00,MG Road / Central
1,0,24.864864864864863,11.1,144.0,2026-09-08 00:00:00,MG Road / Central
1,0,14.307692307692308,65.0,347.0,2026-09-08 00:00:00,Koramangala
1,0,29.09090909090909,16.5,185.0,2026-09-08 00:00:00,Koramangala
1,0,17.286245353159853,53.8,397.0,2026-09-08 00:00:00,Electronic City
1,0,39.18367346938775,4.9,98.0,2026-09-08 00:00:00,HSR Layout
1,0,23.20754716981132,10.6,132.0,2026-09-08 00:00:00,Indiranagar
1,0,19.75,24.0,186.0,2026-09-08 00:00:00,HSR Layout
1,0,15.617792421746293,60.7,386.0,2026-09-08 00:00:00,Whitefield
1,0,18.909090909090907,16.5,140.0,2026-09-08 00:00:00,Hebbal
1,0,17.396449704142015,33.8,280.0,2026-09-09 00:00:00,MG Road / Central
1,0,22.119205298013245,45.3,363.0,2026-09-09 00:00:00,Electronic City
1,0,16.617336152219874,47.3,288.0,2026-09-09 00:00:00,HSR Layout
1,0,23.77358490566038,10.6,107.0,2026-09-09 00:00:00,HSR Layout
1,0,26.320754716981135,21.2,236.0,2026-09-09 00:00:00,Hebbal
1,0,20.94059405940594,40.4,388.0,2026-09-09 00:00:00,MG Road / Central
1,0,22.567164179104477,33.5,322.0,2026-09-09 00:00:00,Whitefield
1,0,16.076555023923444,62.7,484.0,2026-09-09 00:00:00,MG Road / Central
1,0,14.375,67.2,371.0,2026-09-09 00:00:00,Koramangala
1,0,24.705882352941178,17.0,188.0,2026-09-09 00:00:00,Indiranagar
1,0,12.486033519553075,71.6,328.0,2026-09-09 00:00:00,Electronic City
1,0,14.325581395348838,64.5,368.0,2026-09-09 00:00:00,Whitefield
1,0,32.526315789473685,38.0,493.0,2026-09-09 00:00:00,Electronic City
1,0,21.570247933884296,24.2,254.0,2026-09-09 00:00:00,Electronic City
1,0,13.632538569424966,71.3,379.0,2026-09-09 00:00:00,Whitefield
1,0,14.035087719298247,51.3,331.0,2026-09-09 00:00:00,HSR Layout
1,0,26.01769911504425,11.3,153.0,2026-09-09 00:00:00,Koramangala
1,0,18.897637795275593,12.7,124.0,2026-09-09 00:00:00,HSR Layout
1,0,24.611650485436886,41.2,456.0,2026-09-09 00:00:00,Electronic City
0,0,13.717948717948719,46.8,278.0,2026-09-10 00:00:00,Electronic City
0,0,20.82089552238806,26.8,261.0,2026-09-10 00:00:00,MG Road / Central
0,0,14.9079754601227,32.6,247.0,2026-09-10 00:00:00,MG Road / Central
0,0,15.282051282051283,58.5,340.0,2026-09-10 00:00:00,HSR Layout
0,0,13.674418604651164,43.0,284.0,2026-09-10 00:00:00,Hebbal
0,0,31.43540669856459,41.8,468.0,2026-09-10 00:00:00,Hebbal
0,0,14.430379746835445,23.7,170.0,2026-09-10 00:00:00,Jayanagar
0,0,26.78899082568807,32.7,353.0,2026-09-10 00:00:00,Koramangala
0,0,21.272727272727273,11.0,121.0,2026-09-10 00:00:00,MG Road / Central
0,0,29.174311926605505,10.9,148.0,2026-09-10 00:00:00,HSR Layout
0,0,12.526595744680849,75.2,441.0,2026-09-10 00:00:00,Electronic City
0,0,32.28260869565218,18.4,238.0,2026-09-10 00:00:00,Koramangala
0,0,27.938931297709924,13.1,143.0,2026-09-10 00:00:00,MG Road / Central
0,0,34.71910112359551,17.8,269.0,2026-09-10 00:00:00,Jayanagar
0,0,26.571428571428573,28.0,299.0,2026-09-10 00:00:00,Indiranagar
0,0,13.117408906882591,24.7,155.0,2026-09-10 00:00:00,MG Road / Central
0,0,14.999999999999998,17.2,129.0,2026-09-10 00:00:00,Jayanagar
0,0,12.115384615384615,20.8,108.0,2026-09-10 00:00:00,Koramangala
0,0,13.811074918566776,92.1,459.0,2026-09-10 00:00:00,Hebbal
1,0,14.123539232053423,59.9,374.0,2026-09-11 00:00:00,HSR Layout
1,0,28.272251308900522,38.2,424.0,2026-09-11 00:00:00,Electronic City
1,0,20.919540229885058,26.1,251.0,2026-09-11 00:00:00,Hebbal
1,0,16.8,17.5,147.0,2026-09-11 00:00:00,MG Road / Central
1,0,11.351351351351353,11.1,67.0,2026-09-11 00:00:00,Koramangala
1,0,22.500000000000004,30.4,252.0,2026-09-11 00:00:00,Whitefield
1,0,14.904458598726114,62.8,430.0,2026-09-11 00:00:00,Electronic City
1,0,17.07182320441989,36.2,269.0,2026-09-11 00:00:00,Indiranagar
1,0,16.103896103896105,23.1,178.0,2026-09-11 00:00:00,Jayanagar
1,0,12.878048780487806,41.0,221.0,2026-09-11 00:00:00,Jayanagar
1,0,24.398976982097185,39.1,404.0,2026-09-11 00:00:00,MG Road / Central
1,0,23.265306122448976,9.8,121.0,2026-09-11 00:00:00,Jayanagar
1,0,22.35576923076923,41.6,421.0,2026-09-12 00:00:00,Indiranagar
1,0,12.626086956521739,57.5,268.0,2026-09-12 00:00:00,Whitefield
1,0,14.649122807017541,68.4,454.0,2026-09-12 00:00:00,Whitefield
1,0,21.71206225680934,51.4,502.0,2026-09-12 00:00:00,Whitefield
1,0,13.4,30.0,198.0,2026-09-12 00:00:00,Electronic City
1,0,14.606413994169095,68.6,455.0,2026-09-12 00:00:00,Electronic City
1,0,19.701492537313435,6.7,67.0,2026-09-12 00:00:00,Koramangala
1,0,14.776119402985074,40.2,296.0,2026-09-12 00:00:00,HSR Layout
1,0,20.58192955589586,65.3,497.0,2026-09-12 00:00:00,Whitefield
1,0,20.930232558139533,8.6,104.0,2026-09-12 00:00:00,Koramangala
1,0,21.80451127819549,39.9,351.0,2026-09-12 00:00:00,Electronic City
1,0,33.82113821138211,36.9,572.0,2026-09-12 00:00:00,Hebbal
1,0,25.55323590814196,47.9,465.0,2026-09-13 00:00:00,Hebbal
1,0,19.726027397260275,14.6,152.0,2026-09-13 00:00:00,Koramangala
1,0,26.16393442622951,30.5,347.0,2026-09-13 00:00:00,Hebbal
1,0,19.058823529411768,17.0,141.0,2026-09-13 00:00:00,Koramangala
1,0,15.483870967741936,21.7,138.0,2026-09-13 00:00:00,Indiranagar
1,0,28.65671641791045,13.4,186.0,2026-09-13 00:00:00,HSR Layout
1,0,30.24793388429752,24.2,331.0,2026-09-13 00:00:00,Whitefield
1,0,36.0,8.5,156.0,2026-09-13 00:00:00,MG Road / Central
1,0,13.937677053824363,70.6,390.0,2026-09-13 00:00:00,Whitefield
1,0,15.109489051094892,54.8,361.0,2026-09-13 00:00:00,Whitefield
1,0,20.98765432098765,48.6,397.0,2026-09-13 00:00:00,MG Road / Central
1,0,28.17258883248731,39.4,523.0,2026-09-13 00:00:00,Whitefield
1,0,14.865671641791046,67.0,477.0,2026-09-13 00:00:00,Whitefield
1,0,13.35164835164835,36.4,239.0,2026-09-13 00:00:00,Indiranagar
1,0,27.03296703296703,18.2,241.0,2026-09-13 00:00:00,Indiranagar
0,0,16.09756097560976,16.4,139.0,2026-09-14 00:00:00,Jayanagar
0,0,16.13861386138614,60.6,422.0,2026-09-14 00:00:00,Whitefield
0,0,26.96202531645569,15.8,202.0,2026-09-14 00:00:00,Indiranagar
0,0,23.28358208955224,26.8,266.0,2026-09-14 00:00:00,Jayanagar
0,0,14.361702127659573,37.6,253.0,2026-09-14 00:00:00,Hebbal
0,0,16.108374384236456,40.6,256.0,2026-09-14 00:00:00,Indiranagar
0,0,28.669950738916256,20.3,291.0,2026-09-14 00:00:00,Hebbal
0,0,31.59090909090909,26.4,399.0,2026-09-14 00:00:00,Hebbal
0,0,14.862385321100916,32.7,214.0,2026-09-14 00:00:00,Indiranagar
0,0,16.411764705882355,34.0,219.0,2026-09-14 00:00:00,Electronic City
0,0,19.33649289099526,21.1,208.0,2026-09-14 00:00:00,Indiranagar
0,0,28.333333333333336,25.2,292.0,2026-09-14 00:00:00,Hebbal
0,0,14.280230326295584,52.1,363.0,2026-09-14 00:00:00,HSR Layout
0,0,22.366863905325445,33.8,345.0,2026-09-14 00:00:00,Whitefield
0,1,26.400000000000002,10.0,130.0,2026-09-15 00:00:00,Indiranagar
0,1,22.13903743315508,18.7,208.0,2026-09-15 00:00:00,Indiranagar
0,1,13.421052631578947,68.4,414.0,2026-09-15 00:00:00,Electronic City
0,1,15.0,20.8,161.0,2026-09-15 00:00:00,Hebbal
0,1,30.839160839160837,28.6,325.0,2026-09-15 00:00:00,Whitefield
0,1,27.34177215189873,31.6,323.0,2026-09-15 00:00:00,HSR Layout
0,1,18.329670329670332,45.5,319.0,2026-09-15 00:00:00,Koramangala
0,1,13.41614906832298,32.2,216.0,2026-09-15 00:00:00,Indiranagar
0,1,22.830626450116007,43.1,411.0,2026-09-15 00:00:00,Whitefield
0,1,23.651452282157678,24.1,217.0,2026-09-15 00:00:00,Indiranagar
0,1,16.774193548387096,55.8,423.0,2026-09-15 00:00:00,Jayanagar
0,1,11.180124223602483,16.1,103.0,2026-09-15 00:00:00,Koramangala
0,1,11.88679245283019,42.4,236.0,2026-09-15 00:00:00,Hebbal
0,1,22.419928825622772,28.1,278.0,2026-09-15 00:00:00,Jayanagar
0,1,33.75,3.2,57.0,2026-09-15 00:00:00,Jayanagar
0,1,26.11111111111111,10.8,121.0,2026-09-15 00:00:00,Jayanagar
0,1,14.028169014084508,35.5,223.0,2026-09-15 00:00:00,HSR Layout
1,0,14.655172413793105,34.8,231.0,2026-09-16 00:00:00,Electronic City
1,0,18.640776699029125,30.9,264.0,2026-09-16 00:00:00,Hebbal
1,0,26.884272997032635,33.7,346.0,2026-09-16 00:00:00,Electronic City
1,0,17.733333333333334,45.0,358.0,2026-09-16 00:00:00,HSR Layout
1,0,14.179431072210066,45.7,237.0,2026-09-16 00:00:00,Electronic City
1,0,21.484716157205238,22.9,198.0,2026-09-16 00:00:00,Jayanagar
1,0,15.223880597014924,20.1,160.0,2026-09-16 00:00:00,HSR Layout
1,0,17.182448036951502,43.3,354.0,2026-09-16 00:00:00,Koramangala
1,0,24.98054474708171,25.7,239.0,2026-09-16 00:00:00,Koramangala
1,0,12.366412213740459,13.1,74.0,2026-09-16 00:00:00,Koramangala
1,0,12.954545454545455,52.8,276.0,2026-09-16 00:00:00,Indiranagar
1,0,14.108723135271811,79.1,467.0,2026-09-16 00:00:00,Hebbal
1,0,14.140127388535031,47.1,279.0,2026-09-16 00:00:00,Whitefield
1,0,17.181208053691275,44.7,331.0,2026-09-17 00:00:00,HSR Layout
1,0,25.866666666666664,22.5,233.0,2026-09-17 00:00:00,Jayanagar
1,0,22.127659574468087,14.1,141.0,2026-09-17 00:00:00,Indiranagar
1,0,23.278688524590162,18.3,213.0,2026-09-17 00:00:00,HSR Layout
1,0,15.523613963039011,48.7,346.0,2026-09-17 00:00:00,Whitefield
1,0,17.345454545454547,55.0,348.0,2026-09-17 00:00:00,Koramangala
1,0,17.091988130563795,33.7,241.0,2026-09-17 00:00:00,Electronic City
1,0,14.473282442748094,65.5,419.0,2026-09-17 00:00:00,Electronic City
1,0,27.82608695652174,13.8,176.0,2026-09-17 00:00:00,MG Road / Central
1,0,14.776119402985074,67.0,384.0,2026-09-17 00:00:00,Electronic City
1,0,13.593749999999998,38.4,211.0,2026-09-17 00:00:00,HSR Layout
1,0,24.705882352941178,13.6,156.0,2026-09-17 00:00:00,Jayanagar
1,0,15.191815856777493,39.1,280.0,2026-09-17 00:00:00,Electronic City
1,0,28.971428571428568,35.0,443.0,2026-09-17 00:00:00,Whitefield
1,0,22.758620689655174,43.5,359.0,2026-09-17 00:00:00,Whitefield
1,0,27.647058823529417,20.4,210.0,2026-09-17 00:00:00,Indiranagar
1,0,15.058823529411766,25.5,174.0,2026-09-17 00:00:00,MG Road / Central
0,0,15.348837209302324,47.3,346.0,2026-09-18 00:00:00,Electronic City
0,0,31.1864406779661,17.7,237.0,2026-09-18 00:00:00,Electronic City
0,0,14.55737704918033,30.5,216.0,2026-09-18 00:00:00,Jayanagar
0,0,27.67241379310345,23.2,316.0,2026-09-18 00:00:00,Jayanagar
0,0,23.057851239669425,24.2,237.0,2026-09-18 00:00:00,HSR Layout
0,0,13.17391304347826,46.0,303.0,2026-09-18 00:00:00,Electronic City
0,0,17.345132743362836,67.8,546.0,2026-09-18 00:00:00,Hebbal
0,0,25.11627906976744,38.7,472.0,2026-09-18 00:00:00,Electronic City
0,0,22.290076335877863,39.3,413.0,2026-09-18 00:00:00,Hebbal
0,0,30.0,11.2,140.0,2026-09-18 00:00:00,Jayanagar
0,0,19.999999999999996,6.9,72.0,2026-09-18 00:00:00,Koramangala
0,0,27.08860759493671,23.7,244.0,2026-09-18 00:00:00,Whitefield
0,0,31.291866028708135,20.9,323.0,2026-09-18 00:00:00,Hebbal
0,0,21.442622950819676,30.5,323.0,2026-09-18 00:00:00,Electronic City
0,0,12.458471760797341,60.2,322.0,2026-09-18 00:00:00,Electronic City
0,0,14.789579158316634,49.9,314.0,2026-09-18 00:00:00,Indiranagar
0,0,23.89380530973451,11.3,146.0,2026-09-18 00:00:00,Koramangala
0,0,15.037593984962408,39.9,224.0,2026-09-18 00:00:00,Hebbal
0,0,17.16157205240175,45.8,346.0,2026-09-18 00:00:00,Whitefield
0,0,15.882352941176471,34.0,267.0,2026-09-18 00:00:00,Jayanagar
0,0,15.000000000000002,42.0,252.0,2026-09-18 00:00:00,Koramangala
0,0,11.856763925729442,75.4,402.0,2026-09-19 00:00:00,Electronic City
0,0,13.388429752066115,36.3,242.0,2026-09-19 00:00:00,MG Road / Central
0,0,26.385542168674696,16.6,200.0,2026-09-19 00:00:00,Hebbal
0,0,16.30922693266833,40.1,265.0,2026-09-19 00:00:00,Electronic City
0,0,12.528301886792454,79.5,478.0,2026-09-19 00:00:00,Whitefield
0,0,12.159468438538203,60.2,315.0,2026-09-19 00:00:00,Whitefield
0,0,20.71428571428571,25.2,210.0,2026-09-19 00:00:00,Electronic City
0,0,13.953488372093023,43.0,223.0,2026-09-19 00:00:00,Jayanagar
0,0,16.468842729970323,67.4,461.0,2026-09-19 00:00:00,Hebbal
0,0,12.743362831858407,56.5,333.0,2026-09-19 00:00:00,Whitefield
0,0,22.594594594594593,55.5,542.0,2026-09-19 00:00:00,Hebbal
0,0,15.071090047393364,42.2,236.0,2026-09-19 00:00:00,Indiranagar
1,0,23.142857142857142,28.0,239.0,2026-09-20 00:00:00,Koramangala
1,0,32.69102990033222,30.1,409.0,2026-09-20 00:00:00,Whitefield
1,0,17.035490605427974,47.9,293.0,2026-09-20 00:00:00,Hebbal
1,0,15.68503937007874,63.5,357.0,2026-09-20 00:00:00,Electronic City
1,0,23.260869565217387,27.6,257.0,2026-09-20 00:00:00,Koramangala
1,0,14.526315789473683,38.0,271.0,2026-09-20 00:00:00,Jayanagar
1,0,15.770750988142293,50.6,303.0,2026-09-20 00:00:00,Hebbal
1,0,22.823529411764707,25.5,259.0,2026-09-20 00:00:00,Hebbal
1,0,23.050847457627118,17.7,185.0,2026-09-20 00:00:00,Hebbal
1,0,21.32530120481928,33.2,288.0,2026-09-20 00:00:00,Whitefield
1,0,24.615384615384613,19.5,199.0,2026-09-20 00:00:00,HSR Layout
1,0,23.260869565217387,55.2,490.0,2026-09-20 00:00:00,Whitefield
1,0,14.892086330935253,27.8,180.0,2026-09-20 00:00:00,MG Road / Central
1,0,26.72727272727273,11.0,144.0,2026-09-20 00:00:00,HSR Layout
1,0,37.31707317073171,8.2,140.0,2026-09-20 00:00:00,Koramangala
1,0,12.94460641399417,68.6,346.0,2026-09-20 00:00:00,Electronic City
1,0,14.941634241245136,25.7,177.0,2026-09-20 00:00:00,MG Road / Central
1,0,16.632124352331605,38.6,244.0,2026-09-20 00:00:00,Whitefield
1,0,27.250996015936256,25.1,292.0,2026-09-20 00:00:00,Jayanagar
1,0,26.792452830188676,15.9,166.0,2026-09-21 00:00:00,Electronic City
1,0,15.930047694753576,62.9,466.0,2026-09-21 00:00:00,MG Road / Central
1,0,30.526315789473678,17.1,240.0,2026-09-21 00:00:00,Electronic City
1,0,13.21492007104796,56.3,269.0,2026-09-21 00:00:00,Whitefield
1,0,30.717703349282296,20.9,291.0,2026-09-21 00:00:00,Electronic City
1,0,23.762376237623762,20.2,237.0,2026-09-21 00:00:00,Indiranagar
1,0,12.63157894736842,43.7,255.0,2026-09-21 00:00:00,Hebbal
1,0,14.46808510638298,56.4,317.0,2026-09-21 00:00:00,HSR Layout
1,0,15.336322869955156,22.3,145.0,2026-09-21 00:00:00,MG Road / Central
1,0,28.75,14.4,198.0,2026-09-21 00:00:00,Jayanagar
1,0,26.972477064220186,21.8,281.0,2026-09-21 00:00:00,Hebbal
1,0,28.75,14.4,203.0,2026-09-21 00:00:00,Indiranagar
1,0,24.022770398481974,52.7,442.0,2026-09-21 00:00:00,Electronic City
0,0,28.10344827586207,34.8,459.0,2026-09-22 00:00:00,Electronic City
0,0,22.293577981651374,43.6,377.0,2026-09-22 00:00:00,Electronic City
0,0,24.057279236276848,41.9,426.0,2026-09-22 00:00:00,MG Road / Central
0,0,16.396039603960396,50.5,405.0,2026-09-22 00:00:00,HSR Layout
0,0,28.79310344827586,34.8,400.0,2026-09-22 00:00:00,Whitefield
0,0,32.64,12.5,168.0,2026-09-22 00:00:00,HSR Layout
0,0,27.5,9.6,123.0,2026-09-22 00:00:00,HSR Layout
0,0,17.36842105263158,11.4,104.0,2026-09-22 00:00:00,Indiranagar
0,0,15.483870967741934,18.6,148.0,2026-09-22 00:00:00,Indiranagar
0,0,12.951541850220266,45.4,219.0,2026-09-22 00:00:00,Indiranagar
0,0,28.027681660899656,28.9,364.0,2026-09-22 00:00:00,Whitefield
0,0,28.799999999999997,12.5,164.0,2026-09-22 00:00:00,HSR Layout
0,0,15.39906103286385,63.9,355.0,2026-09-22 00:00:00,Whitefield
0,0,18.22784810126582,15.8,142.0,2026-09-22 00:00:00,Koramangala
0,0,13.269230769230768,52.0,284.0,2026-09-22 00:00:00,Indiranagar
0,0,28.366013071895424,45.9,564.0,2026-09-22 00:00:00,Hebbal
0,0,15.428571428571429,14.0,102.0,2026-09-23 00:00:00,MG Road / Central
0,0,16.51226158038147,36.7,243.0,2026-09-23 00:00:00,Electronic City
