full_date,day_of_week,is_weekend,is_holiday,holiday_name,hour,period_of_day,is_peak_hour,zone_name,avg_speed_kmh,congestion_index
2026-09-01 00:00:00,Tuesday,0,0,,10,Morning,1,Koramangala,10.8,0.74
2026-09-01 00:00:00,Tuesday,0,0,,10,Morning,1,Jayanagar,16.8,0.55
2026-09-01 00:00:00,Tuesday,0,0,,10,Morning,1,Hebbal,24.6,0.24
2026-09-01 00:00:00,Tuesday,0,0,,10,Morning,1,Electronic City,12.6,0.56
2026-09-01 00:00:00,Tuesday,0,0,,10,Morning,1,HSR Layout,9.2,0.56
2026-09-01 00:00:00,Tuesday,0,0,,11,Morning,1,MG Road / Central,19.5,0.37
2026-09-01 00:00:00,Tuesday,0,0,,11,Morning,1,Indiranagar,11.6,0.58
2026-09-01 00:00:00,Tuesday,0,0,,11,Morning,1,Whitefield,24.4,0.15
2026-09-01 00:00:00,Tuesday,0,0,,11,Morning,1,Koramangala,15.4,0.51
2026-09-01 00:00:00,Tuesday,0,0,,11,Morning,1,Jayanagar,25.4,0.19
2026-09-01 00:00:00,Tuesday,0,0,,11,Morning,1,Hebbal,24.1,0.26
2026-09-01 00:00:00,Tuesday,0,0,,11,Morning,1,Electronic City,24.4,0.17
2026-09-01 00:00:00,Tuesday,0,0,,11,Morning,1,HSR Layout,21.0,0.2
2026-09-01 00:00:00,Tuesday,0,0,,12,Afternoon,0,MG Road / Central,17.5,0.44
2026-09-01 00:00:00,Tuesday,0,0,,12,Afternoon,0,Indiranagar,17.5,0.4
2026-09-01 00:00:00,Tuesday,0,0,,12,Afternoon,0,Whitefield,26.8,0.08
2026-09-01 00:00:00,Tuesday,0,0,,12,Afternoon,0,Koramangala,17.6,0.36
2026-09-01 00:00:00,Tuesday,0,0,,12,Afternoon,0,Jayanagar,23.9,0.23
2026-09-01 00:00:00,Tuesday,0,0,,12,Afternoon,0,Hebbal,16.1,0.48
2026-09-01 00:00:00,Tuesday,0,0,,12,Afternoon,0,Electronic City,21.4,0.28
2026-09-01 00:00:00,Tuesday,0,0,,12,Afternoon,0,HSR Layout,28.4,0.05
2026-09-01 00:00:00,Tuesday,0,0,,13,Afternoon,0,MG Road / Central,22.7,0.41
2026-09-01 00:00:00,Tuesday,0,0,,13,Afternoon,0,Indiranagar,19.3,0.38
2026-09-01 00:00:00,Tuesday,0,0,,13,Afternoon,0,Whitefield,20.3,0.25
2026-09-01 00:00:00,Tuesday,0,0,,13,Afternoon,0,Koramangala,15.4,0.54
2026-09-01 00:00:00,Tuesday,0,0,,13,Afternoon,0,Jayanagar,17.8,0.34
2026-09-01 00:00:00,Tuesday,0,0,,13,Afternoon,0,Hebbal,14.6,0.42
2026-09-01 00:00:00,Tuesday,0,0,,13,Afternoon,0,Electronic City,24.8,0.32
2026-09-01 00:00:00,Tuesday,0,0,,13,Afternoon,0,HSR Layout,24.9,0.13
2026-09-01 00:00:00,Tuesday,0,0,,14,Afternoon,0,MG Road / Central,16.6,0.41
2026-09-01 00:00:00,Tuesday,0,0,,14,Afternoon,0,Indiranagar,23.7,0.21
2026-09-01 00:00:00,Tuesday,0,0,,14,Afternoon,0,Whitefield,27.3,0.12
2026-09-01 00:00:00,Tuesday,0,0,,14,Afternoon,0,Koramangala,24.4,0.29
2026-09-01 00:00:00,Tuesday,0,0,,14,Afternoon,0,Jayanagar,24.7,0.16
2026-09-01 00:00:00,Tuesday,0,0,,14,Afternoon,0,Hebbal,17.1,0.35
2026-09-01 00:00:00,Tuesday,0,0,,14,Afternoon,0,Electronic City,24.3,0.28
2026-09-01 00:00:00,Tuesday,0,0,,14,Afternoon,0,HSR Layout,28.7,0.06
2026-09-01 00:00:00,Tuesday,0,0,,15,Afternoon,0,MG Road / Central,18.6,0.43
2026-09-01 00:00:00,Tuesday,0,0,,15,Afternoon,0,Indiranagar,19.8,0.25
2026-09-01 00:00:00,Tuesday,0,0,,15,Afternoon,0,Whitefield,21.2,0.31
2026-09-01 00:00:00,Tuesday,0,0,,15,Afternoon,0,Koramangala,17.8,0.43
2026-09-01 00:00:00,Tuesday,0,0,,15,Afternoon,0,Jayanagar,25.4,0.17
2026-09-01 00:00:00,Tuesday,0,0,,15,Afternoon,0,Hebbal,20.0,0.29
2026-09-01 00:00:00,Tuesday,0,0,,15,Afternoon,0,Electronic City,16.7,0.47
2026-09-01 00:00:00,Tuesday,0,0,,15,Afternoon,0,HSR Layout,28.1,0.11
2026-09-01 00:00:00,Tuesday,0,0,,16,Afternoon,0,MG Road / Central,23.1,0.28
2026-09-01 00:00:00,Tuesday,0,0,,16,Afternoon,0,Indiranagar,12.2,0.54
2026-09-01 00:00:00,Tuesday,0,0,,16,Afternoon,0,Whitefield,19.9,0.37
2026-09-01 00:00:00,Tuesday,0,0,,16,Afternoon,0,Koramangala,18.8,0.5
2026-09-01 00:00:00,Tuesday,0,0,,16,Afternoon,0,Jayanagar,21.9,0.22
2026-09-01 00:00:00,Tuesday,0,0,,16,Afternoon,0,Hebbal,24.1,0.14
2026-09-01 00:00:00,Tuesday,0,0,,16,Afternoon,0,Electronic City,23.5,0.24
2026-09-01 00:00:00,Tuesday,0,0,,16,Afternoon,0,HSR Layout,23.2,0.28
2026-09-01 00:00:00,Tuesday,0,0,,17,Evening,1,MG Road / Central,11.9,0.7
2026-09-01 00:00:00,Tuesday,0,0,,17,Evening,1,Indiranagar,15.4,0.67
2026-09-01 00:00:00,Tuesday,0,0,,17,Evening,1,Whitefield,9.5,0.63
2026-09-01 00:00:00,Tuesday,0,0,,17,Evening,1,Koramangala,13.8,0.57
2026-09-01 00:00:00,Tuesday,0,0,,17,Evening,1,Jayanagar,15.7,0.52
2026-09-01 00:00:00,Tuesday,0,0,,17,Evening,1,Hebbal,11.7,0.61
2026-09-01 00:00:00,Tuesday,0,0,,17,Evening,1,Electronic City,13.5,0.45
2026-09-01 00:00:00,Tuesday,0,0,,17,Evening,1,HSR Layout,16.8,0.5
2026-09-01 00:00:00,Tuesday,0,0,,18,Evening,1,MG Road / Central,5.7,0.73
2026-09-01 00:00:00,Tuesday,0,0,,18,Evening,1,Indiranagar,9.1,0.72
2026-09-01 00:00:00,Tuesday,0,0,,18,Evening,1,Whitefield,17.0,0.44
2026-09-01 00:00:00,Tuesday,0,0,,18,Evening,1,Koramangala,6.5,0.71
2026-09-01 00:00:00,Tuesday,0,0,,18,Evening,1,Jayanagar,13.3,0.59
2026-09-01 00:00:00,Tuesday,0,0,,18,Evening,1,Hebbal,11.7,0.68
2026-09-01 00:00:00,Tuesday,0,0,,18,Evening,1,Electronic City,16.6,0.38
2026-09-01 00:00:00,Tuesday,0,0,,18,Evening,1,HSR Layout,12.7,0.61
2026-09-01 00:00:00,Tuesday,0,0,,19,Evening,1,MG Road / Central,14.9,0.76
2026-09-01 00:00:00,Tuesday,0,0,,19,Evening,1,Indiranagar,9.2,0.77
2026-09-01 00:00:00,Tuesday,0,0,,19,Evening,1,Whitefield,11.4,0.66
2026-09-01 00:00:00,Tuesday,0,0,,19,Evening,1,Koramangala,11.7,0.66
2026-09-01 00:00:00,Tuesday,0,0,,19,Evening,1,Jayanagar,15.8,0.46
2026-09-01 00:00:00,Tuesday,0,0,,19,Evening,1,Hebbal,15.4,0.49
2026-09-01 00:00:00,Tuesday,0,0,,19,Evening,1,Electronic City,5.0,0.83
2026-09-01 00:00:00,Tuesday,0,0,,19,Evening,1,HSR Layout,7.8,0.63
2026-09-01 00:00:00,Tuesday,0,0,,20,Evening,1,MG Road / Central,12.9,0.64
2026-09-01 00:00:00,Tuesday,0,0,,20,Evening,1,Indiranagar,6.6,0.71
2026-09-01 00:00:00,Tuesday,0,0,,20,Evening,1,Whitefield,17.4,0.46
2026-09-01 00:00:00,Tuesday,0,0,,20,Evening,1,Koramangala,12.1,0.61
2026-09-01 00:00:00,Tuesday,0,0,,20,Evening,1,Jayanagar,12.0,0.56
2026-09-01 00:00:00,Tuesday,0,0,,20,Evening,1,Hebbal,7.0,0.81
2026-09-01 00:00:00,Tuesday,0,0,,20,Evening,1,Electronic City,21.2,0.31
2026-09-01 00:00:00,Tuesday,0,0,,20,Evening,1,HSR Layout,17.6,0.47
2026-09-01 00:00:00,Tuesday,0,0,,21,Night,0,MG Road / Central,20.6,0.3
2026-09-01 00:00:00,Tuesday,0,0,,21,Night,0,Indiranagar,17.9,0.46
2026-09-01 00:00:00,Tuesday,0,0,,21,Night,0,Whitefield,26.2,0.11
2026-09-01 00:00:00,Tuesday,0,0,,21,Night,0,Koramangala,18.4,0.34
2026-09-01 00:00:00,Tuesday,0,0,,21,Night,0,Jayanagar,17.0,0.46
2026-09-01 00:00:00,Tuesday,0,0,,21,Night,0,Hebbal,28.9,0.1
2026-09-01 00:00:00,Tuesday,0,0,,21,Night,0,Electronic City,16.9,0.5
2026-09-01 00:00:00,Tuesday,0,0,,21,Night,0,HSR Layout,27.0,0.07
2026-09-02 00:00:00,Wednesday,0,0,,6,Morning,0,MG Road / Central,12.0,0.55
2026-09-02 00:00:00,Wednesday,0,0,,6,Morning,0,Indiranagar,18.0,0.45
2026-09-02 00:00:00,Wednesday,0,0,,6,Morning,0,Whitefield,25.7,0.14
2026-09-02 00:00:00,Wednesday,0,0,,6,Morning,0,Koramangala,26.5,0.05
2026-09-02 00:00:00,Wednesday,0,0,,6,Morning,0,Jayanagar,20.9,0.22
2026-09-02 00:00:00,Wednesday,0,0,,6,Morning,0,Hebbal,13.8,0.45
2026-09-02 00:00:00,Wednesday,0,0,,6,Morning,0,Electronic City,24.3,0.2
2026-09-02 00:00:00,Wednesday,0,0,,6,Morning,0,HSR Layout,14.4,0.42
2026-09-02 00:00:00,Wednesday,0,0,,7,Morning,0,MG Road / Central,13.8,0.54
2026-09-02 00:00:00,Wednesday,0,0,,7,Morning,0,Indiranagar,22.5,0.28
2026-09-02 00:00:00,Wednesday,0,0,,7,Morning,0,Whitefield,20.6,0.27
2026-09-02 00:00:00,Wednesday,0,0,,7,Morning,0,Koramangala,17.0,0.41
2026-09-02 00:00:00,Wednesday,0,0,,7,Morning,0,Jayanagar,23.4,0.26
2026-09-02 00:00:00,Wednesday,0,0,,7,Morning,0,Hebbal,14.3,0.44
2026-09-02 00:00:00,Wednesday,0,0,,7,Morning,0,Electronic City,10.9,0.51
2026-09-02 00:00:00,Wednesday,0,0,,7,Morning,0,HSR Layout,24.2,0.23
2026-09-02 00:00:00,Wednesday,0,0,,8,Morning,1,MG Road / Central,6.7,0.73
2026-09-02 00:00:00,Wednesday,0,0,,8,Morning,1,Indiranagar,8.8,0.68
2026-09-02 00:00:00,Wednesday,0,0,,8,Morning,1,Whitefield,17.3,0.48
2026-09-02 00:00:00,Wednesday,0,0,,8,Morning,1,Koramangala,6.3,0.74
2026-09-02 00:00:00,Wednesday,0,0,,8,Morning,1,Jayanagar,10.9,0.66
2026-09-02 00:00:00,Wednesday,0,0,,8,Morning,1,Hebbal,11.8,0.65
2026-09-02 00:00:00,Wednesday,0,0,,8,Morning,1,Electronic City,15.4,0.45
2026-09-02 00:00:00,Wednesday,0,0,,8,Morning,1,HSR Layout,12.0,0.64
2026-09-02 00:00:00,Wednesday,0,0,,9,Morning,1,MG Road / Central,9.3,0.7
2026-09-02 00:00:00,Wednesday,0,0,,9,Morning,1,Indiranagar,5.0,0.85
2026-09-02 00:00:00,Wednesday,0,0,,9,Morning,1,Whitefield,11.1,0.62
2026-09-02 00:00:00,Wednesday,0,0,,9,Morning,1,Koramangala,12.0,0.67
2026-09-02 00:00:00,Wednesday,0,0,,9,Morning,1,Jayanagar,12.2,0.65
2026-09-02 00:00:00,Wednesday,0,0,,9,Morning,1,Hebbal,8.8,0.71
2026-09-02 00:00:00,Wednesday,0,0,,9,Morning,1,Electronic City,10.4,0.63
2026-09-02 00:00:00,Wednesday,0,0,,9,Morning,1,HSR Layout,12.1,0.59
2026-09-02 00:00:00,Wednesday,0,0,,10,Morning,1,MG Road / Central,9.8,0.71
2026-09-02 00:00:00,Wednesday,0,0,,10,Morning,1,Indiranagar,16.1,0.6
2026-09-02 00:00:00,Wednesday,0,0,,10,Morning,1,Whitefield,14.7,0.43
2026-09-02 00:00:00,Wednesday,0,0,,10,Morning,1,Koramangala,6.4,0.84
2026-09-02 00:00:00,Wednesday,0,0,,10,Morning,1,Jayanagar,12.5,0.62
2026-09-02 00:00:00,Wednesday,0,0,,10,Morning,1,Hebbal,11.7,0.55
2026-09-02 00:00:00,Wednesday,0,0,,10,Morning,1,Electronic City,11.9,0.56
2026-09-02 00:00:00,Wednesday,0,0,,10,Morning,1,HSR Layout,9.7,0.67
2026-09-02 00:00:00,Wednesday,0,0,,11,Morning,1,MG Road / Central,20.3,0.3
2026-09-02 00:00:00,Wednesday,0,0,,11,Morning,1,Indiranagar,15.4,0.45
2026-09-02 00:00:00,Wednesday,0,0,,11,Morning,1,Whitefield,25.9,0.15
2026-09-02 00:00:00,Wednesday,0,0,,11,Morning,1,Koramangala,16.1,0.43
2026-09-02 00:00:00,Wednesday,0,0,,11,Morning,1,Jayanagar,24.7,0.19
2026-09-02 00:00:00,Wednesday,0,0,,11,Morning,1,Hebbal,24.9,0.08
2026-09-02 00:00:00,Wednesday,0,0,,11,Morning,1,Electronic City,24.7,0.16
2026-09-02 00:00:00,Wednesday,0,0,,11,Morning,1,HSR Layout,24.3,0.29
2026-09-02 00:00:00,Wednesday,0,0,,12,Afternoon,0,MG Road / Central,14.6,0.5
2026-09-02 00:00:00,Wednesday,0,0,,12,Afternoon,0,Indiranagar,16.1,0.4
2026-09-02 00:00:00,Wednesday,0,0,,12,Afternoon,0,Whitefield,22.0,0.25
2026-09-02 00:00:00,Wednesday,0,0,,12,Afternoon,0,Koramangala,15.2,0.44
2026-09-02 00:00:00,Wednesday,0,0,,12,Afternoon,0,Jayanagar,23.7,0.31
2026-09-02 00:00:00,Wednesday,0,0,,12,Afternoon,0,Hebbal,23.7,0.24
2026-09-02 00:00:00,Wednesday,0,0,,12,Afternoon,0,Electronic City,19.2,0.33
2026-09-02 00:00:00,Wednesday,0,0,,12,Afternoon,0,HSR Layout,21.7,0.28
2026-09-02 00:00:00,Wednesday,0,0,,13,Afternoon,0,MG Road / Central,16.1,0.41
2026-09-02 00:00:00,Wednesday,0,0,,13,Afternoon,0,Indiranagar,18.9,0.4
2026-09-02 00:00:00,Wednesday,0,0,,13,Afternoon,0,Whitefield,19.2,0.42
2026-09-02 00:00:00,Wednesday,0,0,,13,Afternoon,0,Koramangala,8.7,0.66
2026-09-02 00:00:00,Wednesday,0,0,,13,Afternoon,0,Jayanagar,19.7,0.35
2026-09-02 00:00:00,Wednesday,0,0,,13,Afternoon,0,Hebbal,13.0,0.51
2026-09-02 00:00:00,Wednesday,0,0,,13,Afternoon,0,Electronic City,24.3,0.15
2026-09-02 00:00:00,Wednesday,0,0,,13,Afternoon,0,HSR Layout,27.4,0.05
2026-09-02 00:00:00,Wednesday,0,0,,14,Afternoon,0,MG Road / Central,21.0,0.31
2026-09-02 00:00:00,Wednesday,0,0,,14,Afternoon,0,Indiranagar,20.5,0.44
2026-09-02 00:00:00,Wednesday,0,0,,14,Afternoon,0,Whitefield,17.9,0.36
2026-09-02 00:00:00,Wednesday,0,0,,14,Afternoon,0,Koramangala,22.2,0.29
2026-09-02 00:00:00,Wednesday,0,0,,14,Afternoon,0,Jayanagar,30.9,0.09
2026-09-02 00:00:00,Wednesday,0,0,,14,Afternoon,0,Hebbal,17.3,0.39
2026-09-02 00:00:00,Wednesday,0,0,,14,Afternoon,0,Electronic City,31.2,0.05
2026-09-02 00:00:00,Wednesday,0,0,,14,Afternoon,0,HSR Layout,25.4,0.24
2026-09-02 00:00:00,Wednesday,0,0,,15,Afternoon,0,MG Road / Central,22.5,0.21
2026-09-02 00:00:00,Wednesday,0,0,,15,Afternoon,0,Indiranagar,18.1,0.4
2026-09-02 00:00:00,Wednesday,0,0,,15,Afternoon,0,Whitefield,25.4,0.2
2026-09-02 00:00:00,Wednesday,0,0,,15,Afternoon,0,Koramangala,21.6,0.27
2026-09-02 00:00:00,Wednesday,0,0,,15,Afternoon,0,Jayanagar,23.1,0.26
2026-09-02 00:00:00,Wednesday,0,0,,15,Afternoon,0,Hebbal,17.7,0.34
2026-09-02 00:00:00,Wednesday,0,0,,15,Afternoon,0,Electronic City,30.6,0.07
2026-09-02 00:00:00,Wednesday,0,0,,15,Afternoon,0,HSR Layout,19.8,0.29
2026-09-02 00:00:00,Wednesday,0,0,,16,Afternoon,0,MG Road / Central,12.6,0.59
2026-09-02 00:00:00,Wednesday,0,0,,16,Afternoon,0,Indiranagar,13.9,0.54
2026-09-02 00:00:00,Wednesday,0,0,,16,Afternoon,0,Whitefield,18.6,0.5
2026-09-02 00:00:00,Wednesday,0,0,,16,Afternoon,0,Koramangala,20.8,0.37
2026-09-02 00:00:00,Wednesday,0,0,,16,Afternoon,0,Jayanagar,22.9,0.33
2026-09-02 00:00:00,Wednesday,0,0,,16,Afternoon,0,Hebbal,27.3,0.13
2026-09-02 00:00:00,Wednesday,0,0,,16,Afternoon,0,Electronic City,15.2,0.38
2026-09-02 00:00:00,Wednesday,0,0,,16,Afternoon,0,HSR Layout,22.7,0.11
2026-09-02 00:00:00,Wednesday,0,0,,17,Evening,1,MG Road / Central,11.4,0.67
2026-09-02 00:00:00,Wednesday,0,0,,17,Evening,1,Indiranagar,5.0,0.88
2026-09-02 00:00:00,Wednesday,0,0,,17,Evening,1,Whitefield,5.0,0.75
2026-09-02 00:00:00,Wednesday,0,0,,17,Evening,1,Koramangala,15.0,0.5
2026-09-02 00:00:00,Wednesday,0,0,,17,Evening,1,Jayanagar,12.1,0.6
2026-09-02 00:00:00,Wednesday,0,0,,17,Evening,1,Hebbal,20.8,0.3
2026-09-02 00:00:00,Wednesday,0,0,,17,Evening,1,Electronic City,19.5,0.39
2026-09-02 00:00:00,Wednesday,0,0,,17,Evening,1,HSR Layout,10.3,0.59
2026-09-02 00:00:00,Wednesday,0,0,,18,Evening,1,MG Road / Central,8.7,0.64
2026-09-02 00:00:00,Wednesday,0,0,,18,Evening,1,Indiranagar,11.1,0.69
2026-09-02 00:00:00,Wednesday,0,0,,18,Evening,1,Whitefield,18.1,0.43
2026-09-02 00:00:00,Wednesday,0,0,,18,Evening,1,Koramangala,9.3,0.64
2026-09-02 00:00:00,Wednesday,0,0,,18,Evening,1,Jayanagar,11.8,0.54
2026-09-02 00:00:00,Wednesday,0,0,,18,Evening,1,Hebbal,13.1,0.48
2026-09-02 00:00:00,Wednesday,0,0,,18,Evening,1,Electronic City,6.5,0.79
2026-09-02 00:00:00,Wednesday,0,0,,18,Evening,1,HSR Layout,16.4,0.47
2026-09-02 00:00:00,Wednesday,0,0,,19,Evening,1,MG Road / Central,9.0,0.69
2026-09-02 00:00:00,Wednesday,0,0,,19,Evening,1,Indiranagar,8.3,0.77
2026-09-02 00:00:00,Wednesday,0,0,,19,Evening,1,Whitefield,14.3,0.49
2026-09-02 00:00:00,Wednesday,0,0,,19,Evening,1,Koramangala,5.4,0.67
2026-09-02 00:00:00,Wednesday,0,0,,19,Evening,1,Jayanagar,21.7,0.37
2026-09-02 00:00:00,Wednesday,0,0,,19,Evening,1,Hebbal,7.1,0.75
2026-09-02 00:00:00,Wednesday,0,0,,19,Evening,1,Electronic City,12.0,0.62
2026-09-02 00:00:00,Wednesday,0,0,,19,Evening,1,HSR Layout,5.0,0.92
2026-09-02 00:00:00,Wednesday,0,0,,20,Evening,1,MG Road / Central,7.5,0.68
2026-09-02 00:00:00,Wednesday,0,0,,20,Evening,1,Indiranagar,15.2,0.51
2026-09-02 00:00:00,Wednesday,0,0,,20,Evening,1,Whitefield,13.4,0.46
2026-09-02 00:00:00,Wednesday,0,0,,20,Evening,1,Koramangala,9.2,0.62
2026-09-02 00:00:00,Wednesday,0,0,,20,Evening,1,Jayanagar,9.2,0.75
2026-09-02 00:00:00,Wednesday,0,0,,20,Evening,1,Hebbal,16.5,0.55
2026-09-02 00:00:00,Wednesday,0,0,,20,Evening,1,Electronic City,11.5,0.56
2026-09-02 00:00:00,Wednesday,0,0,,20,Evening,1,HSR Layout,9.1,0.73
2026-09-02 00:00:00,Wednesday,0,0,,21,Night,0,MG Road / Central,21.4,0.28
2026-09-02 00:00:00,Wednesday,0,0,,21,Night,0,Indiranagar,18.4,0.29
2026-09-02 00:00:00,Wednesday,0,0,,21,Night,0,Whitefield,23.0,0.36
2026-09-02 00:00:00,Wednesday,0,0,,21,Night,0,Koramangala,24.2,0.23
2026-09-02 00:00:00,Wednesday,0,0,,21,Night,0,Jayanagar,23.9,0.17
2026-09-02 00:00:00,Wednesday,0,0,,21,Night,0,Hebbal,22.9,0.18
2026-09-02 00:00:00,Wednesday,0,0,,21,Night,0,Electronic City,20.7,0.26
2026-09-02 00:00:00,Wednesday,0,0,,21,Night,0,HSR Layout,21.4,0.28
2026-09-03 00:00:00,Thursday,0,0,,6,Morning,0,MG Road / Central,17.0,0.37
2026-09-03 00:00:00,Thursday,0,0,,6,Morning,0,Indiranagar,21.6,0.33
2026-09-03 00:00:00,Thursday,0,0,,6,Morning,0,Whitefield,18.7,0.31
2026-09-03 00:00:00,Thursday,0,0,,6,Morning,0,Koramangala,19.1,0.41
2026-09-03 00:00:00,Thursday,0,0,,6,Morning,0,Jayanagar,29.6,0.05
2026-09-03 00:00:00,Thursday,0,0,,6,Morning,0,Hebbal,26.0,0.17
2026-09-03 00:00:00,Thursday,0,0,,6,Morning,0,Electronic City,21.6,0.16
2026-09-03 00:00:00,Thursday,0,0,,6,Morning,0,HSR Layout,28.5,0.05
2026-09-03 00:00:00,Thursday,0,0,,7,Morning,0,MG Road / Central,15.3,0.43
2026-09-03 00:00:00,Thursday,0,0,,7,Morning,0,Indiranagar,12.4,0.48
2026-09-03 00:00:00,Thursday,0,0,,7,Morning,0,Whitefield,20.3,0.24
2026-09-03 00:00:00,Thursday,0,0,,7,Morning,0,Koramangala,20.4,0.32
2026-09-03 00:00:00,Thursday,0,0,,7,Morning,0,Jayanagar,24.8,0.15
2026-09-03 00:00:00,Thursday,0,0,,7,Morning,0,Hebbal,17.7,0.37
2026-09-03 00:00:00,Thursday,0,0,,7,Morning,0,Electronic City,17.2,0.35
2026-09-03 00:00:00,Thursday,0,0,,7,Morning,0,HSR Layout,23.5,0.31
2026-09-03 00:00:00,Thursday,0,0,,8,Morning,1,MG Road / Central,16.3,0.4
2026-09-03 00:00:00,Thursday,0,0,,8,Morning,1,Indiranagar,6.5,0.77
2026-09-03 00:00:00,Thursday,0,0,,8,Morning,1,Whitefield,11.0,0.59
2026-09-03 00:00:00,Thursday,0,0,,8,Morning,1,Koramangala,8.4,0.71
2026-09-03 00:00:00,Thursday,0,0,,8,Morning,1,Jayanagar,9.8,0.69
2026-09-03 00:00:00,Thursday,0,0,,8,Morning,1,Hebbal,11.5,0.59
2026-09-03 00:00:00,Thursday,0,0,,8,Morning,1,Electronic City,14.4,0.49
2026-09-03 00:00:00,Thursday,0,0,,8,Morning,1,HSR Layout,11.2,0.6
2026-09-03 00:00:00,Thursday,0,0,,9,Morning,1,MG Road / Central,12.1,0.73
2026-09-03 00:00:00,Thursday,0,0,,9,Morning,1,Indiranagar,5.2,0.8
2026-09-03 00:00:00,Thursday,0,0,,9,Morning,1,Whitefield,8.4,0.69
2026-09-03 00:00:00,Thursday,0,0,,9,Morning,1,Koramangala,14.3,0.46
2026-09-03 00:00:00,Thursday,0,0,,9,Morning,1,Jayanagar,19.5,0.33
2026-09-03 00:00:00,Thursday,0,0,,9,Morning,1,Hebbal,16.8,0.55
2026-09-03 00:00:00,Thursday,0,0,,9,Morning,1,Electronic City,11.9,0.59
2026-09-03 00:00:00,Thursday,0,0,,9,Morning,1,HSR Layout,6.1,0.65
2026-09-03 00:00:00,Thursday,0,0,,10,Morning,1,MG Road / Central,9.7,0.73
2026-09-03 00:00:00,Thursday,0,0,,10,Morning,1,Indiranagar,16.6,0.52
2026-09-03 00:00:00,Thursday,0,0,,10,Morning,1,Whitefield,11.5,0.59
2026-09-03 00:00:00,Thursday,0,0,,10,Morning,1,Koramangala,11.3,0.78
2026-09-03 00:00:00,Thursday,0,0,,10,Morning,1,Jayanagar,13.3,0.57
2026-09-03 00:00:00,Thursday,0,0,,10,Morning,1,Hebbal,13.5,0.49
2026-09-03 00:00:00,Thursday,0,0,,10,Morning,1,Electronic City,8.8,0.65
